Graph for 25.A.1
0,1,1,1,1, 1,1,1,1,1, 1,1,1,0,0, 0,0,0,0,0, 0,0,0,0,0 1
1,0,1,1,1, 1,1,0,0,0, 0,0,0,1,1, 1,1,1,1,0, 0,0,0,0,0 2- 2
1,1,0,1,1, 1,1,0,0,0, 0,0,0,0,0, 0,0,0,0,1, 1,1,1,1,1
1,1,1,0,0, 0,0,1,1,1, 0,0,0,1,1, 1,0,0,0,1, 1,1,0,0,0
1,1,1,0,0, 0,0,1,0,0, 1,1,0,1,0, 0,1,1,0,1, 0,0,1,1,0 5
1,1,1,0,0, 0,0,0,1,0, 1,0,1,0,1, 0,1,0,1,0, 1,0,1,0,1
1,1,1,0,0, 0,0,0,0,1, 0,1,1,0,0, 1,0,1,1,0, 0,1,0,1,1
1,0,0,1,1, 0,0,0,1,1, 1,0,0,1,0, 1,0,0,1,0, 0,0,1,1,1
1,0,0,1,0, 1,0,1,0,1, 0,0,1,0,0, 0,1,1,1,1, 0,1,1,0,0
1,0,0,1,0, 0,1,1,1,0, 0,1,0,0,1, 0,1,1,0,0, 1,0,0,1,1 10 - 2
1,0,0,0,1, 1,0,1,0,0, 0,1,1,0,1, 1,0,0,1,1, 1,0,0,1,0 11- 2
1,0,0,0,1, 0,1,0,0,1, 1,0,1,1,1, 0,0,1,0,0, 1,1,1,0,0
1,0,0,0,0, 1,1,0,1,0, 1,1,0,1,0, 1,1,0,0,1, 0,1,0,0,1
0,1,0,1,1, 0,0,1,0,0, 0,1,1,0,1, 1,1,0,0,0, 0,1,1,0,1
0,1,0,1,0, 1,0,0,0,1, 1,1,0,1,0, 0,1,0,1,0, 1,1,0,1,0 15
0,1,0,1,0, 0,1,1,0,0, 1,0,1,1,0, 0,0,1,1,1, 1,0,0,0,1 16 - 2
0,1,0,0,1, 1,0,0,1,1, 0,0,1,1,1, 0,0,1,0,1, 0,0,0,1,1
0,1,0,0,1, 0,1,0,1,1, 0,1,0,0,0, 1,1,0,1,1, 1,0,1,0,0
0,1,0,0,0, 1,1,1,1,0, 1,0,0,0,1, 1,0,1,0,0, 0,1,1,1,0
0,0,1,1,1, 0,0,0,1,0, 1,0,1,0,0, 1,1,1,0,0, 1,1,0,1,0 20
0,0,1,1,0, 1,0,0,0,1, 1,1,0,0,1, 1,0,1,0,1, 0,0,1,0,1
0,0,1,1,0, 0,1,0,1,0, 0,1,1,1,1, 0,0,0,1,1, 0,0,1,1,0
0,0,1,0,1, 1,0,1,1,0, 0,1,0,1,0, 0,0,1,1,0, 1,1,0,0,1 23 - 2
0,0,1,0,1, 0,1,1,0,1, 1,0,0,0,1, 0,1,0,1,1, 0,1,0,0,1
0,0,1,0,0, 1,1,1,0,1, 0,0,1,1,0, 1,1,0,0,0, 1,0,1,1,0
Graph for 25.A.2
0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1
1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0
1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0
1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1
0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1
0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0
0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0
0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1
0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0
